desc,down,ydstogo,yardline_100,penalty_yards,penalty_accepted,penalty_type
"(:14) (Shotgun) PENALTY on HOU-78-L.Tunsil, False Start, 5 yards, enforced at DAL 44 - No Play.",2,10,44,-5,TRUE,False Start
"(:14) (Shotgun) PENALTY on HOU-78-L.Tunsil, False Start, 5 yards, enforced at DAL 49 - No Play.",2,15,49,-5,TRUE,False Start
"(14:03) (Shotgun) 17-R.Tannehill pass incomplete deep left to 15-N.Westbrook-Ikhine (32-T.Campbell). PENALTY on JAX-44-T.Walker, Defensive Offside, 5 yards, enforced at TEN 24 - No Play.",3,10,76,5,TRUE,Defensive Offside
"(12:55) 17-R.Tannehill pass short left to 81-A.Hooper to JAX 49 for 6 yards (44-T.Walker). PENALTY on JAX-31-D.Williams, Illegal Contact, 5 yards, enforced at TEN 45 - No Play.",2,7,55,5,TRUE,Illegal Contact
"(6:07) (Shotgun) 16-T.Lawrence pass short right to 17-E.Engram for 12 yards, TOUCHDOWN. Penalty on TEN-94-M.Edwards, Illegal Use of Hands, declined.",3,2,12,NA,FALSE,NA
"(12:15) 1-T.Etienne left tackle to TEN 43 for -1 yards (53-D.Cole). PENALTY on JAX-84-C.Manhertz, Offensive Holding, 10 yards, enforced at TEN 42 - No Play.",1,10,42,-10,TRUE,Offensive Holding
"(10:01) 1-T.Etienne right end to TEN 9 for 1 yard (21-R.McCreary). PENALTY on JAX-17-E.Engram, Offensive Holding, 10 yards, enforced at TEN 10 - No Play.",2,6,10,-10,TRUE,Offensive Holding
"14-R.Bullock kicks 58 yards from TEN 35 to JAX 7. 39-J.Agnew for 93 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on JAX-57-C.Johnson, Offensive Holding, 10 yards, enforced at JAX 38. Penalty on JAX-45-K.Chaisson, Taunting, declined.",NA,0,35,-10,FALSE,Offensive Holding
"(13:07) (Shotgun) 16-T.Lawrence scrambles left end ran ob at TEN 32 for 8 yards (98-J.Simmons). PENALTY on JAX-68-B.Scherff, Offensive Holding, 10 yards, enforced at TEN 40 - No Play.",1,10,40,-10,TRUE,Offensive Holding
"(8:39) PENALTY on TEN-48-B.Dupree, Neutral Zone Infraction, 3 yards, enforced at TEN 6 - No Play.",1,6,6,3,TRUE,Neutral Zone Infraction
"(7:58) (Shotgun) 16-T.Lawrence right end for 1 yard, TOUCHDOWN. Penalty on TEN-98-J.Simmons, Defensive Offside, declined.",2,1,1,NA,FALSE,NA
"(Pass formation) PENALTY on JAX-75-J.Taylor, False Start, 5 yards, enforced at TEN 2 - No Play.",NA,0,2,-5,TRUE,False Start
"(7:53) 22-D.Henry right guard to TEN 26 for 1 yard (95-R.Robertson-Harris). PENALTY on TEN-87-G.Swaim, Illegal Crackback, 12 yards, enforced at TEN 25 - No Play.",1,10,75,-12,TRUE,Illegal Crackback
"(5:29) 4-R.Stonehouse punts 53 yards to JAX 42, Center-46-M.Cox. 39-J.Agnew ran ob at JAX 49 for 7 yards (4-R.Stonehouse). PENALTY on JAX-6-C.Claybrooks, Offensive Holding, 10 yards, enforced at JAX 47.",4,30,95,10,TRUE,Offensive Holding
"(3:56) (Shotgun) 16-T.Lawrence pass incomplete deep left to 11-M.Jones. PENALTY on TEN-39-T.Mitchell, Defensive Pass Interference, 20 yards, enforced at TEN 40 - No Play.",3,8,40,20,TRUE,Defensive Pass Interference
"(1:46) 4-R.Stonehouse punts 51 yards to JAX 26, Center-46-M.Cox. 39-J.Agnew to JAX 35 for 9 yards (86-K.Rader). Penalty on JAX-54-T.Summers, Running Into the Kicker, declined.",4,10,77,NA,FALSE,NA
"(1:00) (Shotgun) PENALTY on JAX-79-L.Fortner, False Start, 5 yards, enforced at TEN 43 - No Play.",1,10,43,-5,TRUE,False Start
"(10:45) (Shotgun) PENALTY on TEN-71-D.Daley, False Start, 5 yards, enforced at TEN 36 - No Play.",1,10,64,-5,TRUE,False Start
"(9:26) (No Huddle, Shotgun) 17-R.Tannehill pass short left to 15-N.Westbrook-Ikhine pushed ob at JAX 23 for 5 yards. PENALTY on TEN-2-R.Woods, Offensive Pass Interference, 10 yards, enforced at JAX 28 - No Play.",1,10,28,-10,TRUE,Offensive Pass Interference
"(12:44) (Shotgun) PENALTY on KC-57-O.Brown, False Start, 5 yards, enforced at DEN 23 - No Play.",1,10,23,-5,TRUE,False Start
"(14:57) (Shotgun) PENALTY on DEN-75-Q.Bailey, False Start, 5 yards, enforced at DEN 25 - No Play.",2,10,75,-5,TRUE,False Start
"(5:15) 17-C.Waitman punts 50 yards to KC 31, Center-46-J.Bobenmoyer. 84-Ju.Watson to KC 38 for 7 yards (49-A.Singleton). PENALTY on KC-29-C.Lammons, Offensive Holding, 10 yards, enforced at KC 38.",4,30,81,10,TRUE,Offensive Holding
"(1:37) (Shotgun) PENALTY on DEN-56-B.Browning, Neutral Zone Infraction, 3 yards, enforced at DEN 5 - No Play.",2,5,5,3,TRUE,Neutral Zone Infraction
"(14:19) (Shotgun) 3-R.Wilson pass incomplete deep left to 10-J.Jeudy. PENALTY on KC-21-T.McDuffie, Defensive Pass Interference, 40 yards, enforced at DEN 45 - No Play.",4,4,55,40,TRUE,Defensive Pass Interference
"(14:10) (Shotgun) 3-R.Wilson pass short middle to 28-L.Murray to KC 6 for 9 yards (50-W.Gay). PENALTY on DEN-52-N.Muti, Offensive Holding, 10 yards, enforced at KC 15 - No Play.",1,10,15,-10,TRUE,Offensive Holding
"(13:06) (No Huddle, Shotgun) 3-R.Wilson pass incomplete short right to 37-M.Mack [51-M.Danna]. PENALTY on DEN-73-C.Fleming, Offensive Holding, 10 yards, enforced at KC 29 - No Play.",2,24,29,-10,TRUE,Offensive Holding
"(11:41) PENALTY on DEN-87-E.Tomlinson, False Start, 5 yards, enforced at KC 2 - No Play.",2,2,2,-5,TRUE,False Start
"(4:34) (Shotgun) 4-B.Rypien pass deep right intended for 10-J.Jeudy INTERCEPTED by 38-L.Sneed (95-C.Jones) [95-C.Jones] at KC 24. 38-L.Sneed to KC 30 for 6 yards (76-C.Anderson). PENALTY on KC-55-F.Clark, Unnecessary Roughness, 15 yards, enforced at KC 30.",3,3,47,15,TRUE,Unnecessary Roughness
"(4:21) (Shotgun) 1-J.McKinnon left end to KC 15 for no gain (98-M.Purcell). PENALTY on DEN-42-N.Bonitto, Defensive Offside, 5 yards, enforced at KC 15 - No Play.",1,10,85,5,TRUE,Defensive Offside
"(13:42) (Shotgun) 4-D.Carr pass deep right to 17-D.Adams to LA 38 for 32 yards (5-J.Ramsey). Penalty on LA-5-J.Ramsey, Defensive Pass Interference, declined.",3,5,70,NA,FALSE,NA
"(12:09) 35-Z.White right tackle to LA 23 for 1 yard (2-T.Hill; 45-B.Wagner). PENALTY on LA-93-M.Copeland, Illegal Use of Hands, 5 yards, enforced at LA 23.",1,10,24,5,TRUE,Illegal Use of Hands
"2-D.Carlson kicks 57 yards from LV 35 to LA 8. 19-B.Powell pushed ob at LA 27 for 19 yards (20-I.Pola-Mao; 33-R.Teamer). PENALTY on LV, Illegal Formation, 5 yards, enforced at LA 27.",NA,0,35,5,TRUE,Illegal Formation
"(7:03) 4-D.Carr pass short middle to 28-J.Jacobs to LV 26 for 6 yards (54-L.Floyd). PENALTY on LA-45-B.Wagner, Defensive Holding, 5 yards, enforced at LV 20 - No Play.",1,10,80,5,TRUE,Defensive Holding
"(13:40) 28-J.Jacobs up the middle to LV 49 for 7 yards (24-T.Rapp; 97-M.Hoecht). PENALTY on LA-93-M.Copeland, Illegal Use of Hands, 5 yards, enforced at LV 49.",1,10,58,5,TRUE,Illegal Use of Hands
"(10:15) 28-J.Jacobs left end to LA 13 for -5 yards (96-K.Thomas). Penalty on LV-76-J.Simpson, Offensive Holding, declined.",2,4,8,NA,FALSE,NA
"(12:32) (Shotgun) 17-B.Mayfield pass incomplete short right to 19-B.Powell. Penalty on LA-79-R.Havenstein, Ineligible Downfield Pass, declined.",3,19,80,NA,FALSE,NA
"(12:28) 11-R.Dixon punts 47 yards to LV 33, Center-42-M.Orzech, downed by LA-87-J.Harris. Penalty on LA-87-J.Harris, Kick Catch Interference, offsetting, enforced at LA 20 - No Play. Penalty on LV-20-I.Pola-Mao, Offensive Holding, offsetting.",4,19,80,NA,TRUE,NA
"(12:10) 28-J.Jacobs up the middle to LV 44 for 2 yards (45-B.Wagner). PENALTY on LV-45-J.Johnson, Offensive Holding, 10 yards, enforced at LV 42 - No Play.",1,10,58,-10,TRUE,Offensive Holding
"(6:45) 6-A.Cole punts 48 yards to LA 27, Center-47-T.Sieg. 19-B.Powell to LA 34 for 7 yards (59-L.Masterson, 36-C.Bolton). PENALTY on LA-31-R.Rochell, Offensive Holding, 10 yards, enforced at LA 27.",4,2,75,10,TRUE,Offensive Holding
"(5:16) 17-B.Mayfield pass incomplete deep middle to 15-T.Atwell. PENALTY on LV-25-T.Moehrig, Defensive Pass Interference, 41 yards, enforced at LA 29 - No Play.",1,10,71,41,TRUE,Defensive Pass Interference
"(3:44) (Shotgun) 17-B.Mayfield pass short right to 15-T.Atwell to LV 16 for 14 yards (25-T.Moehrig). PENALTY on LA-79-R.Havenstein, Offensive Holding, 10 yards, enforced at LV 26.",3,10,30,-10,TRUE,Offensive Holding
"(3:13) (Shotgun) 17-B.Mayfield pass short right to 88-B.Hopkins to LV 28 for 8 yards (20-I.Pola-Mao; 52-D.Perryman). PENALTY on LA-65-C.Shelton, Unnecessary Roughness, 15 yards, enforced at LV 28.",3,16,36,-15,TRUE,Unnecessary Roughness
"(11:06) (Shotgun) 17-B.Mayfield pass incomplete deep right to 15-T.Atwell. Penalty on LA-79-R.Havenstein, Offensive Holding, declined.",3,3,68,NA,FALSE,NA
"(11:02) 11-R.Dixon punts 45 yards to LV 23, Center-42-M.Orzech. 84-K.Cole to LV 25 for 2 yards (87-J.Harris). PENALTY on LV-99-C.Ferrell, Defensive Offside, 6 yards, enforced at LA 32 - No Play. Penalty on LV-27-S.Webb, Offensive Holding, declined.",4,3,68,6,FALSE,Defensive Offside
"(10:53) 17-B.Mayfield pass deep left to 12-V.Jefferson to LV 42 for 20 yards (52-D.Perryman). PENALTY on LA-68-T.Nsekhe, Offensive Holding, 10 yards, enforced at LA 38 - No Play.",1,10,62,-10,TRUE,Offensive Holding
"(8:41) (Shotgun) PENALTY on LV-98-M.Crosby, Neutral Zone Infraction, 5 yards, enforced at LV 42 - No Play.",3,4,42,5,TRUE,Neutral Zone Infraction
"(1:37) (No Huddle, Shotgun) 17-B.Mayfield pass deep left intended for 12-V.Jefferson INTERCEPTED by 30-D.Harmon [52-D.Perryman] at LA 28. 30-D.Harmon ran ob at LA 12 for 16 yards (15-T.Atwell). PENALTY on LV-21-A.Robertson, Defensive Pass Interference, 12 yards, enforced at LA 10 - No Play.",3,2,90,12,TRUE,Defensive Pass Interference
"(1:30) (Shotgun) 17-B.Mayfield sacked at LA 13 for -9 yards (sack split by 98-M.Crosby and 55-C.Jones). PENALTY on LV-90-J.Tillery, Unsportsmanlike Conduct, 15 yards, enforced at LA 13.",1,10,78,15,TRUE,Unsportsmanlike Conduct
"(12:47) (Shotgun) 10-J.Herbert pass incomplete short right to 88-T.McKitty (21-E.Rowe). PENALTY on MIA-28-K.Kohou, Defensive Holding, 5 yards, enforced at LAC 42 - No Play.",3,10,58,5,TRUE,Defensive Holding
"(3:15) (Shotgun) PENALTY on MIA-71-B.Shell, False Start, 5 yards, enforced at MIA 16 - No Play.",3,10,84,-5,TRUE,False Start
"(9:45) (Shotgun) 1-T.Tagovailoa pass incomplete short middle to 17-J.Waddle. PENALTY on LAC-26-A.Samuel, Defensive Pass Interference, 10 yards, enforced at MIA 25 - No Play.",2,10,75,10,TRUE,Defensive Pass Interference
"(7:28) (Shotgun) PENALTY on LAC-71-M.Feiler, False Start, 5 yards, enforced at LAC 30 - No Play.",3,5,70,-5,TRUE,False Start
"(6:30) 16-J.Scott punts 55 yards to MIA 24, Center-47-J.Harris, fair catch by 11-C.Wilson. PENALTY on MIA-27-K.Crossen, Offensive Holding, 10 yards, enforced at MIA 24.",4,14,79,10,TRUE,Offensive Holding
"(5:52) (No Huddle, Shotgun) 1-T.Tagovailoa pass incomplete short right to 14-T.Sherfield. Penalty on MIA-68-R.Hunt, Ineligible Downfield Pass, declined.",1,10,66,NA,FALSE,NA
"(4:21) (Shotgun) PENALTY on MIA-71-B.Shell, False Start, 5 yards, enforced at MIA 47 - No Play.",3,9,53,-5,TRUE,False Start
"(1:11) (Shotgun) 10-J.Herbert pass short right to 7-G.Everett to MIA 17 for -2 yards (21-E.Rowe) [2-B.Chubb]. Penalty on LAC-77-Z.Johnson, Ineligible Downfield Pass, declined.",2,15,15,NA,FALSE,NA
"(14:54) 76-W.Clapp reported in as eligible.  PENALTY on LAC, Delay of Game, 5 yards, enforced at LAC 25 - No Play.",2,10,75,-5,TRUE,Delay of Game
"(11:15) (Shotgun) 10-J.Herbert sacked at LAC 8 for -10 yards (15-J.Phillips). PENALTY on MIA-15-J.Phillips, Roughing the Passer, 15 yards, enforced at LAC 18 - No Play.",3,9,82,15,TRUE,Roughing the Passer
"(10:27) (Shotgun) 10-J.Herbert pass short right to 7-G.Everett to LAC 40 for 7 yards (94-C.Wilkins, 92-Z.Sieler). PENALTY on LAC-71-M.Feiler, Illegal Block Above the Waist, 10 yards, enforced at LAC 36.",2,10,67,-10,TRUE,Illegal Block Above the Waist
"(4:26) (Shotgun) PENALTY on LAC-63-C.Linsley, False Start, 5 yards, enforced at MIA 8 - No Play.",3,3,8,-5,TRUE,False Start
"(12:13) (Shotgun) 1-T.Tagovailoa pass incomplete deep middle [49-D.Tranquill]. PENALTY on MIA-1-T.Tagovailoa, Intentional Grounding, 10 yards, enforced at LAC 43.",2,9,43,-10,TRUE,Intentional Grounding
"(2:40) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill. PENALTY on LAC-43-M.Davis, Illegal Contact, 5 yards, enforced at MIA 25 - No Play.",1,10,75,5,TRUE,Illegal Contact
"(11:32) 14-R.Wright punts 43 yards to DET 16, Center-42-A.DePaola, fair catch by 11-K.Raymond. PENALTY on DET-49-C.Board, Defensive Offside, 5 yards, enforced at MIN 41 - No Play.",4,6,59,5,TRUE,Defensive Offside
"(8:15) (Shotgun) 8-K.Cousins sacked at MIN 39 for -2 yards (79-J.Cominsky). PENALTY on DET-31-K.Joseph, Defensive Holding, 5 yards, enforced at MIN 41 - No Play.",3,7,59,5,TRUE,Defensive Holding
"(4:36) (Shotgun) 8-K.Cousins pass short middle to 17-K.Osborn pushed ob at DET 7 for 4 yards (34-A.Anzalone). PENALTY on DET-1-J.Okudah, Unnecessary Roughness, 4 yards, enforced at DET 7.",1,10,11,4,TRUE,Unnecessary Roughness
"(4:12) 8-K.Cousins pass incomplete short right to 19-A.Thielen. PENALTY on DET-1-J.Okudah, Defensive Pass Interference, 2 yards, enforced at DET 3 - No Play.",1,3,3,2,TRUE,Defensive Pass Interference
"(3:45) (No Huddle, Shotgun) 32-D.Swift up the middle to DET 32 for 1 yard (95-K.Tonga). PENALTY on DET-73-Jo.Jackson, Offensive Holding, 10 yards, enforced at DET 31 - No Play.",2,4,69,-10,TRUE,Offensive Holding
"(2:44) (Shotgun) 16-J.Goff scrambles right end to DET 30 for 8 yards (39-C.Sullivan). PENALTY on MIN-39-C.Sullivan, Unnecessary Roughness, 15 yards, enforced at DET 30.",3,13,78,15,TRUE,Unnecessary Roughness
"(13:27) (Shotgun) PENALTY on MIN-65-A.Schlottmann, False Start, 5 yards, enforced at DET 49 - No Play.",2,10,49,-5,TRUE,False Start
"(13:06) (Punt formation) PENALTY on MIN, Delay of Game, 5 yards, enforced at MIN 34 - No Play.",4,1,66,-5,TRUE,Delay of Game
"(11:04) (Punt formation) Direct snap to 38-C.Moore.  38-C.Moore right end pushed ob at MIN 32 for 42 yards (5-J.Reagor). PENALTY on DET-33-Jar.Williams, Taunting, 15 yards, enforced at MIN 32.",4,8,74,-15,TRUE,Taunting
"(6:54) 32-D.Swift right end pushed ob at MIN 7 for 2 yards (99-D.Hunter). PENALTY on DET-71-L.Stenberg, Offensive Holding, 10 yards, enforced at MIN 9 - No Play.",3,2,9,-10,TRUE,Offensive Holding
"(9:22) (Shotgun) PENALTY on NE-77-T.Brown, False Start, 5 yards, enforced at ARI 45 - No Play.",3,9,45,-5,TRUE,False Start
"(9:18) 17-M.Palardy punts 42 yards to ARI 8, Center-49-J.Cardona, fair catch by 83-G.Dortch. PENALTY on ARI-35-C.Matthew, Offensive Holding, 4 yards, enforced at ARI 8.",4,14,50,4,TRUE,Offensive Holding
"(6:36) (No Huddle, Shotgun) 12-C.McCoy pass short middle to 10-D.Hopkins to NE 47 for 15 yards (21-A.Phillips; 23-K.Dugger). PENALTY on ARI-2-M.Brown, Illegal Shift, 5 yards, enforced at ARI 38 - No Play.",3,13,62,-5,TRUE,Illegal Shift
"(5:08) 14-A.Lee punts 53 yards to NE 6, Center-46-A.Brewer, downed by ARI-51-T.Vallejo. PENALTY on NE-44-R.Webb, Offensive Holding, 3 yards, enforced at NE 6.",4,10,59,3,TRUE,Offensive Holding
"(12:00) (Shotgun) 36-K.Harris right tackle to ARI 28 for 9 yards (21-T.Mullen). PENALTY on ARI-21-T.Mullen, Face Mask, 14 yards, enforced at ARI 28.",1,10,37,14,TRUE,Face Mask
"(11:03) (Shotgun) 12-C.McCoy pass incomplete deep right to 2-M.Brown [55-J.Uche]. PENALTY on NE-31-Jo.Jones, Defensive Pass Interference, 39 yards, enforced at ARI 34 - No Play.",2,6,66,39,TRUE,Defensive Pass Interference
"(7:27) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at NE 32 - No Play.",3,10,68,-5,TRUE,Delay of Game
"(7:27) (Shotgun) 10-M.Jones pass short left to 38-R.Stevenson to NE 31 for 4 yards (3-B.Baker). Penalty on NE, Illegal Shift, declined.",3,15,73,NA,FALSE,NA
"(12:57) (Shotgun) 10-M.Jones pass short left to 25-Ma.Jones to ARI 49 for -3 yards (9-I.Simmons, 94-Z.Allen). PENALTY on NE-71-M.Onwenu, Illegal Block Above the Waist, 10 yards, enforced at ARI 46 - No Play.",1,10,46,-10,TRUE,Illegal Block Above the Waist
"(8:44) (Shotgun) PENALTY on ARI-68-K.Beachum, False Start, 5 yards, enforced at NE 39 - No Play.",3,4,39,-5,TRUE,False Start
"(5:48) (No Huddle, Shotgun) 12-C.McCoy pass incomplete short middle to 6-J.Conner (50-R.McMillan). PENALTY on NE-31-Jo.Jones, Illegal Contact, 5 yards, enforced at ARI 13 - No Play.",2,3,87,5,TRUE,Illegal Contact
"(4:46) PENALTY on ARI-75-M.Garcia, False Start, 5 yards, enforced at ARI 40 - No Play.",1,10,60,-5,TRUE,False Start
"(1:43) (Shotgun) 12-C.McCoy sacked at NE 40 for -3 yards (55-J.Uche). Penalty on ARI-79-J.Jones, Offensive Holding, declined.",1,10,37,NA,FALSE,NA
"(14:13) (Shotgun) 35-P.Strong up the middle for 3 yards, TOUCHDOWN. Penalty on ARI-25-Z.Collins, Defensive Offside, declined.",1,3,3,NA,FALSE,NA
"(11:56) 10-M.Jones pass short right to 84-K.Bourne pushed ob at ARI 42 for 6 yards (9-I.Simmons). PENALTY on NE-77-T.Brown, Ineligible Downfield Pass, 5 yards, enforced at ARI 48 - No Play.",2,7,48,-5,TRUE,Ineligible Downfield Pass
"(9:49) (Shotgun) 12-C.McCoy pass short right to 2-M.Brown to ARI 35 for 15 yards (32-D.McCourty). PENALTY on ARI, Illegal Shift, 5 yards, enforced at ARI 20 - No Play.",1,10,80,-5,TRUE,Illegal Shift
"(8:07) (No Huddle, Shotgun) 12-C.McCoy pass incomplete short right to 2-M.Brown. PENALTY on NE-27-M.Bryant, Defensive Pass Interference, 8 yards, enforced at ARI 28 - No Play.",3,2,72,8,TRUE,Defensive Pass Interference
"(7:22) (Shotgun) 12-C.McCoy scrambles left end to NE 48 for 9 yards (8-J.Bentley). NE-32-D.McCourty was injured during the play.  Penalty on NE-9-M.Judon, Defensive Offside, declined.",4,3,57,NA,FALSE,NA
"(5:33) (Shotgun) 12-C.McCoy pass incomplete short right to 18-A.Green. PENALTY on ARI-18-A.Green, Illegal Touch Pass, 0 yards, enforced at ARI 49.",3,13,51,0,TRUE,Illegal Touch Pass
"(3:42) (Shotgun) 12-C.McCoy pass short right to 18-A.Green pushed ob at ARI 49 for 14 yards (23-K.Dugger). PENALTY on ARI-18-A.Green, Offensive Pass Interference, 10 yards, enforced at ARI 35 - No Play.",1,10,65,-10,TRUE,Offensive Pass Interference
"(11:18) (Shotgun) PENALTY on NYJ-84-C.Davis, False Start, 5 yards, enforced at NYJ 24 - No Play.",1,10,76,-5,TRUE,False Start
"(6:03) PENALTY on NYJ-65-N.Herbig, False Start, 5 yards, enforced at NYJ 20 - No Play.",1,10,80,-5,TRUE,False Start
"(3:19) 17-J.Allen pass incomplete short right. Thrown away, play broke down. PENALTY on BUF-60-M.Morse, Ineligible Downfield Pass, 5 yards, enforced at BUF 18 - No Play.",1,10,82,-5,TRUE,Ineligible Downfield Pass
"(3:16) PENALTY on BUF-73-D.Dawkins, False Start, 5 yards, enforced at BUF 13 - No Play.",1,15,87,-5,TRUE,False Start
"(3:12) (Shotgun) 17-J.Allen up the middle to BUF 12 for 4 yards (95-Q.Williams). Penalty on BUF-76-R.Saffold, Offensive Holding, declined.",2,20,92,NA,FALSE,NA
"(7:35) (Shotgun) 17-J.Allen scrambles right tackle to NYJ 37 for 5 yards (1-A.Gardner). PENALTY on BUF-73-D.Dawkins, Offensive Holding, 10 yards, enforced at NYJ 42 - No Play.",3,2,42,-10,TRUE,Offensive Holding
"(7:12) (Shotgun) 17-J.Allen sacked at BUF 42 for -6 yards (98-S.Rankins). Penalty on BUF-73-D.Dawkins, Offensive Holding, declined.",3,12,52,NA,FALSE,NA
"(3:11) 7-B.Mann punts 48 yards to end zone, Center-42-T.Hennessy, Touchback. PENALTY on NYJ-42-T.Hennessy, Offensive Holding, 10 yards, enforced at BUF 20.",4,20,48,-10,TRUE,Offensive Holding
"(1:17) (Run formation) PENALTY on NYJ-57-C.Mosley, Encroachment, 6 yards, enforced at BUF 39 - No Play.",4,1,61,6,TRUE,Encroachment
"(:40) (Shotgun) 17-J.Allen pass incomplete short left to 6-I.McKenzie. PENALTY on NYJ-30-M.Carter, Defensive Holding, 5 yards, enforced at NYJ 29 - No Play.",1,10,29,5,TRUE,Defensive Holding
"(14:08) (Shotgun) 5-M.White pass short right to 17-G.Wilson to NYJ 39 for 13 yards. Penalty on BUF-30-D.Jackson, Defensive Holding, declined.",3,12,74,NA,FALSE,NA
"(8:52) (No Huddle, Shotgun) 17-J.Allen pass incomplete deep left to 10-K.Shakir. PENALTY on NYJ-30-M.Carter, Defensive Pass Interference, 20 yards, enforced at NYJ 37 - No Play.",2,4,37,20,TRUE,Defensive Pass Interference
"(3:52) 6-I.McKenzie left tackle to NYJ 20 for 7 yards (4-D.Reed). End-around, handoff from J.Allen. PENALTY on BUF-73-D.Dawkins, Offensive Holding, 10 yards, enforced at NYJ 27 - No Play.",1,10,27,-10,TRUE,Offensive Holding
"(2:07) 27-Z.Knight left end to NYJ 30 for 5 yards (7-T.Johnson, 30-D.Jackson). PENALTY on NYJ-87-C.Uzomah, Offensive Holding, 10 yards, enforced at NYJ 25 - No Play.",1,10,75,-10,TRUE,Offensive Holding
"(4:08) PENALTY on BUF-76-R.Saffold, False Start, 5 yards, enforced at BUF 21 - No Play.",3,11,79,-5,TRUE,False Start
"(6:19) (Shotgun) 1-J.Hurts pass short right to 11-A.Brown to NYG 24 for 3 yards (28-C.Flott). PENALTY on NYG-37-F.Moreau, Illegal Use of Hands, 4 yards, enforced at NYG 27 - No Play.",3,6,27,4,TRUE,Illegal Use of Hands
"(2:12) 6-J.Gillan punts 46 yards to PHI 17, Center-58-C.Kreiter. 18-B.Covey to PHI 29 for 12 yards (58-C.Kreiter; 85-C.Myarick). PENALTY on PHI-27-Z.McPhearson, Offensive Holding, 8 yards, enforced at PHI 17. Officially, a return for 0 yards.",4,7,63,8,TRUE,Offensive Holding
"(:46) (No Huddle, Shotgun) 1-J.Hurts pass incomplete short middle to 11-A.Brown. PENALTY on NYG-37-F.Moreau, Defensive Holding, 5 yards, enforced at PHI 24 - No Play.",1,10,76,5,TRUE,Defensive Holding
"(8:32) (Punt formation) 6-J.Gillan to NYG 33 for -10 yards. FUMBLES, touched at NYG 33, recovered by NYG-52-C.Coughlin at NYG 33. PENALTY on NYG-6-J.Gillan, Illegal Kick/Kicking Loose Ball, 10 yards, enforced at NYG 43.",4,7,57,-10,TRUE,Illegal Kick/Kicking Loose Ball
"(4:38) (No Huddle, Shotgun) 1-J.Hurts sacked at PHI 2 for -11 yards (51-A.Ojulari). Penalty on PHI-68-J.Mailata, Offensive Holding, declined.",3,5,87,NA,FALSE,NA
"(1:38) (Shotgun) 8-D.Jones sacked at NYG 19 for -6 yards (55-B.Graham). Penalty on NYG, Illegal Formation, declined.",2,10,75,NA,FALSE,NA
"(:35) (Shotgun) 8-D.Jones pass short right to 86-D.Slayton to NYG 38 for 7 yards (43-K.White; 57-T.Edwards). PENALTY on NYG-85-C.Myarick, Offensive Pass Interference, 10 yards, enforced at NYG 31 - No Play.",4,4,69,-10,TRUE,Offensive Pass Interference
"(10:08) (Shotgun) PENALTY on NYG-73-E.Neal, False Start, 5 yards, enforced at PHI 18 - No Play.",3,3,18,-5,TRUE,False Start
"(:44) (Shotgun) 2-T.Taylor pass deep right to 80-R.James for 19 yards, TOUCHDOWN. PENALTY on PHI-22-M.Epps, Unnecessary Roughness, 1 yard, enforced between downs.",1,10,19,NA,TRUE,Unnecessary Roughness
"(14:56) 13-B.Purdy sacked at SF 25 for -8 yards (22-K.Neal). PENALTY on TB-22-K.Neal, Roughing the Passer, 15 yards, enforced at SF 33 - No Play.",1,10,67,15,TRUE,Roughing the Passer
"(7:28) (Shotgun) 13-B.Purdy scrambles right end to TB 46 for 10 yards (22-K.Neal). PENALTY on SF-71-T.Williams, Offensive Holding, 10 yards, enforced at SF 44 - No Play.",3,11,56,-10,TRUE,Offensive Holding
"(6:56) (Shotgun) 13-B.Purdy pass short right to 19-D.Samuel to SF 40 for 6 yards (45-D.White). Penalty on SF-15-J.Jennings, Offensive Holding, declined.",3,21,66,NA,FALSE,NA
"(5:43) (Shotgun) 12-T.Brady pass deep right to 13-M.Evans for 68 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at TB 32 - No Play.",2,8,68,-10,TRUE,Offensive Holding
"(:42) 13-B.Purdy pass incomplete short right to 81-T.Kroft (22-K.Neal). PENALTY on TB-22-K.Neal, Defensive Pass Interference, 7 yards, enforced at TB 8 - No Play.",3,1,8,7,TRUE,Defensive Pass Interference
"(6:42) PENALTY on TB-56-R.Nunez-Roches, Neutral Zone Infraction, 5 yards, enforced at SF 34 - No Play.",2,10,66,5,TRUE,Neutral Zone Infraction
"(:28) (Shotgun) 13-B.Purdy pass short middle intended for 3-R.McCloud INTERCEPTED by 98-A.Nelson at TB 31. 98-A.Nelson to TB 42 for 11 yards (23-C.McCaffrey; 65-A.Banks). PENALTY on TB-24-C.Davis, Defensive Holding, 5 yards, enforced at TB 37 - No Play.",3,3,37,5,TRUE,Defensive Holding
"(9:04) PENALTY on SF-81-T.Kroft, False Start, 5 yards, enforced at SF 28 - No Play.",2,6,72,-5,TRUE,False Start
"(3:48) (Shotgun) PENALTY on TB-76-D.Smith, False Start, 5 yards, enforced at SF 24 - No Play.",2,10,24,-5,TRUE,False Start
