desc,down,ydstogo,yardline_100,penalty_yards,penalty_accepted,penalty_type
"(13:36) (Shotgun) 19-S.Thompson pass incomplete deep left to 10-T.Hill. PENALTY on NYJ-4-D.Reed, Defensive Pass Interference, 27 yards, enforced at MIA 35 - No Play.",1,10,65,27,TRUE,Defensive Pass Interference
"(9:38) (Shotgun) PENALTY on NYJ-60-C.McGovern, False Start, 5 yards, enforced at NYJ 24 - No Play.",2,10,76,-5,TRUE,False Start
"(8:03) (Shotgun) 2-Z.Wilson pass incomplete short middle to 17-G.Wilson. PENALTY on MIA-28-K.Kohou, Defensive Pass Interference, 8 yards, enforced at NYJ 28 - No Play.",2,7,72,8,TRUE,Defensive Pass Interference
"(8:00) PENALTY on NYJ-83-T.Conklin, False Start, 5 yards, enforced at NYJ 36 - No Play.",1,10,64,-5,TRUE,False Start
"(8:00) 20-Br.Hall right end pushed ob at NYJ 42 for 11 yards (8-J.Holland). PENALTY on MIA-40-N.Needham, Illegal Use of Hands, 5 yards, enforced at NYJ 42.",1,15,69,5,TRUE,Illegal Use of Hands
"(14:56) (Shotgun) 19-S.Thompson pass incomplete deep right to 17-J.Waddle. PENALTY on NYJ-30-M.Carter, Defensive Pass Interference, 34 yards, enforced at MIA 25 - No Play.",3,6,75,34,TRUE,Defensive Pass Interference
"(14:03) PENALTY on MIA-75-G.Little, False Start, 5 yards, enforced at NYJ 36 - No Play.",2,5,36,-5,TRUE,False Start
"(9:22) (Shotgun) PENALTY on MIA, Delay of Game, 5 yards, enforced at MIA 25 - No Play.",1,10,75,-5,TRUE,Delay of Game
"(9:13) 20-Br.Hall right tackle for 5 yards, TOUCHDOWN. PENALTY on MIA-98-R.Davis, Face Mask, 15 yards, enforced between downs.",1,5,5,15,TRUE,Face Mask
"(1:57) (Shotgun) 19-S.Thompson pass short right to 3-M.Gaskin to NYJ 15 for 2 yards (9-K.Alexander). PENALTY on MIA-58-C.Williams, Unnecessary Roughness, 15 yards, enforced at NYJ 15.",1,10,17,-15,TRUE,Unnecessary Roughness
"(1:06) (Shotgun) 19-S.Thompson pass incomplete short right to 3-M.Gaskin (30-M.Carter). Penalty on MIA, Illegal Formation, declined.",4,7,14,NA,FALSE,NA
"(11:10) (Field Goal formation) PENALTY on GB, Delay of Game, 5 yards, enforced at NYG 22 - No Play.",4,5,22,-5,TRUE,Delay of Game
"(6:26) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at NYG 25 - No Play.",3,8,75,-5,TRUE,Delay of Game
"(3:33) (Shotgun) 12-A.Rodgers pass incomplete deep right to 85-R.Tonyan. PENALTY on NYG-29-X.McKinney, Defensive Pass Interference, 33 yards, enforced at NYG 37 - No Play.",2,13,37,33,TRUE,Defensive Pass Interference
"(1:25) 26-S.Barkley left end pushed ob at GB 33 for 1 yard (23-J.Alexander). PENALTY on NYG-82-D.Bellinger, Offensive Holding, 10 yards, enforced at GB 33.",1,10,34,-10,TRUE,Offensive Holding
"(7:19) 8-D.Jones sacked at NYG 7 for -7 yards (90-J.Reed). FUMBLES (90-J.Reed), and recovers at NYG 7. PENALTY on GB-29-R.Douglas, Defensive Holding, 5 yards, enforced at NYG 14 - No Play.",1,10,86,5,TRUE,Defensive Holding
"(15:00) 8-D.Jones sacked at NYG 14 for -11 yards (52-R.Gary). PENALTY on GB-26-D.Savage, Defensive Holding, 5 yards, enforced at NYG 25 - No Play.",1,10,75,5,TRUE,Defensive Holding
"(8:58) (Shotgun) PENALTY on NYG-68-B.Bredeson, False Start, 5 yards, enforced at GB 17 - No Play.",3,3,17,-5,TRUE,False Start
"9-G.Gano kicks 60 yards from NYG 35 to GB 5. 9-C.Watson to GB 26 for 21 yards (35-J.Layne). PENALTY on GB-58-I.McDuffie, Offensive Holding, 10 yards, enforced at GB 22.",NA,0,35,-10,TRUE,Offensive Holding
"(6:19) 12-A.Rodgers pass incomplete deep middle to 87-R.Doubs. PENALTY on NYG-44-N.McCloud, Illegal Contact, 5 yards, enforced at GB 32 - No Play.",2,7,68,5,TRUE,Illegal Contact
"(2:11) 8-D.Jones scrambles right end pushed ob at NYG 35 for 14 yards (59-D.Campbell). PENALTY on GB-29-R.Douglas, Defensive Holding, 5 yards, enforced at NYG 35.",1,10,79,5,TRUE,Defensive Holding
"(7:09) (Shotgun) Direct snap to 26-S.Barkley.  26-S.Barkley up the middle to GB 1 for 4 yards (97-K.Clark). PENALTY on NYG-78-A.Thomas, Illegal Formation, 5 yards, enforced at GB 5 - No Play.",2,5,5,-5,TRUE,Illegal Formation
"(6:40) (Shotgun) 8-D.Jones pass short right to 86-D.Slayton to GB 4 for 6 yards (29-R.Douglas). PENALTY on GB-29-R.Douglas, Unnecessary Roughness, 2 yards, enforced at GB 4.",2,10,10,2,TRUE,Unnecessary Roughness
"(:15) (Punt formation) 6-J.Gillan left end ran ob in End Zone for -3 yards, SAFETY (81-J.Deguara). Penalty on NYG-27-J.Pinnock, Offensive Holding, declined.",4,14,97,NA,FALSE,NA
"(:07) (Shotgun) PENALTY on GB-69-D.Bakhtiari, False Start, 5 yards, enforced at GB 41 - No Play.",1,10,59,-5,TRUE,False Start
"(12:27) (No Huddle, Shotgun) 1-J.Hurts left end pushed ob at ARI 1 for 10 yards (9-I.Simmons). PENALTY on PHI-11-A.Brown, Offensive Holding, 10 yards, enforced at ARI 1.",1,10,11,-10,TRUE,Offensive Holding
"(11:59) (No Huddle, Shotgun) 26-M.Sanders left tackle to ARI 4 for 11 yards (3-B.Baker, 9-I.Simmons). PENALTY on PHI-78-I.Opeta, Offensive Holding, 10 yards, enforced at ARI 15 - No Play.",1,10,15,-10,TRUE,Offensive Holding
"(9:57) (Shotgun) 24-D.Williams up the middle pushed ob at ARI 33 for 8 yards (57-T.Edwards). PENALTY on ARI-76-W.Hernandez, Offensive Holding, 10 yards, enforced at ARI 25 - No Play.",1,10,75,-10,TRUE,Offensive Holding
"(2:17) (No Huddle, Shotgun) 1-J.Hurts scrambles left end to ARI 40 for 1 yard (9-I.Simmons; 25-Z.Collins). PENALTY on PHI-69-L.Dickerson, Offensive Holding, 10 yards, enforced at ARI 41 - No Play.",1,10,41,-10,TRUE,Offensive Holding
"(1:20) (Shotgun) PENALTY on ARI-68-K.Beachum, False Start, 5 yards, enforced at ARI 47 - No Play.",2,3,53,-5,TRUE,False Start
"(13:09) (Shotgun) 26-D.Singletary up the middle to PIT 9 for 8 yards (55-D.Bush; 98-D.Leal). PENALTY on BUF-71-R.Bates, Offensive Holding, 10 yards, enforced at PIT 17 - No Play.",2,6,17,-10,TRUE,Offensive Holding
"(2:02) 8-K.Pickett pass short left to 88-P.Freiermuth to PIT 41 for 13 yards (3-D.Hamlin, 24-K.Elam). PENALTY on PIT-81-Z.Gentry, Offensive Holding, 10 yards, enforced at PIT 28 - No Play.",2,7,72,-10,TRUE,Offensive Holding
"(:34) PENALTY on BUF-73-D.Dawkins, False Start, 1 yard, enforced at BUF 2 - No Play.",1,10,98,NA,TRUE,False Start
"(7:53) (Shotgun) 26-D.Singletary left end ran ob at PIT 30 for 23 yards (97-C.Heyward; 35-A.Maulet). PENALTY on PIT-51-M.Jack, Unnecessary Roughness, 15 yards, enforced at PIT 30.",1,10,53,15,TRUE,Unnecessary Roughness
"(:30) (No Huddle, Shotgun) 8-K.Pickett sacked ob at PIT 31 for -1 yards (50-G.Rousseau). PENALTY on BUF-40-V.Miller, Defensive Offside, 5 yards, enforced at PIT 32 - No Play.",2,5,68,5,TRUE,Defensive Offside
"(:15) (Shotgun) PENALTY on BUF-14-S.Diggs, False Start, 5 yards, enforced at BUF 38 - No Play.",1,10,62,-5,TRUE,False Start
"(13:42) (Shotgun) 8-K.Pickett pass incomplete short left to 18-D.Johnson. PENALTY on BUF-24-K.Elam, Defensive Pass Interference, 7 yards, enforced at BUF 49 - No Play.",2,7,49,7,TRUE,Defensive Pass Interference
"(5:31) (Shotgun) 17-J.Allen pass incomplete short middle to 13-G.Davis. PENALTY on PIT-16-J.Jackson, Defensive Pass Interference, 4 yards, enforced at PIT 5 - No Play.",1,5,5,4,TRUE,Defensive Pass Interference
"(1:19) (Shotgun) 8-K.Pickett scrambles right end to BUF 14 for 10 yards (3-D.Hamlin). Penalty on PIT-69-K.Dotson, Unnecessary Roughness, declined. PENALTY on PIT-78-J.Daniels, Unnecessary Roughness, 15 yards, enforced at BUF 14.",2,10,24,-15,FALSE,Unnecessary Roughness
"(:13) (Shotgun) PENALTY on PIT-65-D.Moore, False Start, 5 yards, enforced at BUF 22 - No Play.",4,8,22,-5,TRUE,False Start
"(5:15) (Shotgun) PENALTY on PIT-11-C.Claypool, False Start, 5 yards, enforced at PIT 32 - No Play.",1,10,68,-5,TRUE,False Start
"(1:07) (Shotgun) 8-K.Pickett pass incomplete short right [90-S.Lawson]. Thrown away under pressure. Penalty on PIT-8-K.Pickett, Unnecessary Roughness, offsetting. Penalty on BUF-57-A.Epenesa, Disqualification, offsetting.",4,14,26,NA,TRUE,NA
"(5:14) (Shotgun) PENALTY on SEA-52-D.Taylor, Neutral Zone Infraction, 5 yards, enforced at NO 29 - No Play.",3,10,71,5,TRUE,Neutral Zone Infraction
"(4:33) (Punt formation) PENALTY on NO-48-J.Gray, False Start, 5 yards, enforced at NO 35 - No Play.",4,4,65,-5,TRUE,False Start
"(2:40) 7-G.Smith pass incomplete deep left to 14-D.Metcalf. Penalty on SEA-14-D.Metcalf, Offensive Pass Interference, offsetting, enforced at NO 39 - No Play. Penalty on NO-29-P.Adebo, Defensive Holding, offsetting.",2,7,39,NA,TRUE,NA
"(15:00) (Shotgun) PENALTY on SEA-10-U.Nwosu, Neutral Zone Infraction, 5 yards, enforced at NO 36 - No Play.",3,5,64,5,TRUE,Neutral Zone Infraction
"(8:43) 14-A.Dalton sacked at NO 30 for -6 yards (99-A.Woods). Penalty on NO-12-C.Olave, Illegal Shift, declined.",1,10,64,NA,FALSE,NA
"(4:38) (Punt formation) PENALTY on SEA-46-C.Tinker, False Start, 5 yards, enforced at SEA 26 - No Play.",4,4,74,-5,TRUE,False Start
"(:35) (Shotgun) 14-A.Dalton pass short left to 10-T.Smith to SEA 27 for 12 yards (8-C.Bryant). PENALTY on NO-74-J.Hurst, Illegal Use of Hands, 10 yards, enforced at SEA 39 - No Play.",1,10,39,-10,TRUE,Illegal Use of Hands
"(11:31) 20-R.Penny left end pushed ob at SEA 39 for 6 yards (92-M.Davenport; 55-K.Elliss). SEA-20-R.Penny was injured during the play. His return is Questionable.  PENALTY on NO-99-S.Tuttle, Defensive Holding, 5 yards, enforced at SEA 39.",2,2,67,5,TRUE,Defensive Holding
"(11:00) (Shotgun) PENALTY on SEA-72-A.Lucas, False Start, 5 yards, enforced at SEA 44 - No Play.",3,10,56,-5,TRUE,False Start
"(10:17) 4-M.Dickson punts 49 yards to NO 11, Center-46-C.Tinker, fair catch by 1-M.Callaway. PENALTY on SEA-46-C.Tinker, Offensive Holding, 10 yards, enforced at NO 11.",4,14,60,-10,TRUE,Offensive Holding
"(5:18) (Shotgun) PENALTY on NO-75-A.Peat, False Start, 5 yards, enforced at NO 40 - No Play.",2,9,60,-5,TRUE,False Start
"(4:24) (Shotgun) PENALTY on SEA-16-T.Lockett, False Start, 5 yards, enforced at NO 34 - No Play.",2,10,34,-5,TRUE,False Start
"(3:46) (Shotgun) 7-G.Smith pass deep left to 14-D.Metcalf for 32 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on SEA-67-C.Cross, Offensive Holding, 10 yards, enforced at NO 32 - No Play.",3,8,32,-10,TRUE,Offensive Holding
"(2:52) (Punt formation) PENALTY on SEA, Delay of Game, 5 yards, enforced at NO 42 - No Play.",4,18,42,-5,TRUE,Delay of Game
"(2:52) 4-M.Dickson punts 36 yards to NO 11, Center-46-C.Tinker, fair catch by 1-M.Callaway. PENALTY on SEA-24-I.Dunn, Illegal Block Above the Waist, 10 yards, enforced at NO 11.",4,23,47,-10,TRUE,Illegal Block Above the Waist
"(15:00) (Shotgun) PENALTY on SEA-63-A.Blythe, False Start, 5 yards, enforced at SEA 28 - No Play.",2,7,72,-5,TRUE,False Start
"(15:00) (Shotgun) 7-G.Smith pass incomplete deep left to 1-D.Eskridge. PENALTY on NO-23-M.Lattimore, Defensive Pass Interference, 27 yards, enforced at SEA 23 - No Play.",2,12,77,27,TRUE,Defensive Pass Interference
"(10:08) (Shotgun) 14-A.Dalton pass short right to 82-A.Trautman to 50 for 5 yards (26-R.Neal). PENALTY on SEA-27-T.Woolen, Defensive Holding, 5 yards, enforced at NO 45 - No Play.",3,9,55,5,TRUE,Defensive Holding
"(7:48) (Pass formation) PENALTY on NO-83-J.Johnson, False Start, 5 yards, enforced at SEA 42 - No Play.",4,2,42,-5,TRUE,False Start
"(:36) 14-A.Dalton kneels to SEA 40 for -1 yards. PENALTY on SEA-10-U.Nwosu, Unnecessary Roughness, 15 yards, enforced at SEA 40.",3,11,39,15,TRUE,Unnecessary Roughness
"(14:18) 10-J.Garoppolo pass short middle to 85-G.Kittle to CAR 4 for 16 yards (38-M.Hartsfield; 57-D.Wilson). PENALTY on SF-69-M.McGlinchey, Ineligible Downfield Pass, 5 yards, enforced at CAR 20 - No Play.",2,9,20,-5,TRUE,Ineligible Downfield Pass
"(10:39) (No Huddle, Shotgun) 22-C.McCaffrey up the middle to SF 36 for 2 yards (90-K.Givens; 92-K.Hyder). PENALTY on CAR-79-I.Ekwonu, Illegal Formation, 5 yards, enforced at SF 38 - No Play.",3,1,38,-5,TRUE,Illegal Formation
"(9:39) (Shotgun) 6-B.Mayfield pass incomplete deep left to 22-C.McCaffrey (57-D.Greenlaw). PENALTY on SF-4-E.Moseley, Illegal Contact, 5 yards, enforced at SF 36 - No Play.",1,10,36,5,TRUE,Illegal Contact
"(9:33) (Shotgun) 6-B.Mayfield pass incomplete deep left to 2-D.Moore [56-S.Ebukam]. PENALTY on CAR-79-I.Ekwonu, Offensive Holding, 10 yards, enforced at SF 31 - No Play.",1,10,31,-10,TRUE,Offensive Holding
"(1:00) (Shotgun) 6-B.Mayfield pass short left to 2-D.Moore to CAR 44 for 4 yards (57-D.Greenlaw). PENALTY on CAR-70-B.Christensen, Illegal Use of Hands, 10 yards, enforced at CAR 40 - No Play.",2,10,60,-10,TRUE,Illegal Use of Hands
"(:37) (Shotgun) 6-B.Mayfield pass short right to 22-C.McCaffrey to CAR 35 for 4 yards (57-D.Greenlaw; 38-D.Lenoir) [98-H.Ridgeway]. PENALTY on SF-57-D.Greenlaw, Defensive Delay of Game, 5 yards, enforced at CAR 35.",1,10,69,5,TRUE,Defensive Delay of Game
"(12:03) 22-C.McCaffrey right end for 19 yards, TOUCHDOWN. PENALTY on SF-54-F.Warner, Low Block, 1 yard, enforced between downs.",4,1,19,NA,TRUE,Low Block
"(11:50) PENALTY on SF-85-G.Kittle, False Start, 5 yards, enforced at SF 25 - No Play.",2,10,75,-5,TRUE,False Start
"(8:23) (Shotgun) 10-J.Garoppolo pass incomplete short right to 19-D.Samuel. PENALTY on CAR-24-C.Henderson, Defensive Pass Interference, 8 yards, enforced at CAR 43 - No Play.",4,3,43,8,TRUE,Defensive Pass Interference
"(6:49) (Shotgun) 10-J.Garoppolo scrambles up the middle for 4 yards, TOUCHDOWN NULLIFIED by Penalty. Penalty on SF-65-A.Banks, Offensive Holding, offsetting, enforced at CAR 4 - No Play. Penalty on CAR-55-C.Littleton, Defensive Holding, offsetting.",2,4,4,NA,TRUE,NA
"(12:50) PENALTY on CAR, Defensive Too Many Men on Field, 0 yards, enforced at CAR 1 - No Play.",1,1,1,0,TRUE,Defensive Too Many Men on Field
"TWO-POINT CONVERSION ATTEMPT. 10-J.Garoppolo pass to 11-B.Aiyuk is complete. ATTEMPT SUCCEEDS. PENALTY on SF-65-A.Banks, Offensive Holding, 10 yards, enforced at CAR 2 - No Play.",NA,0,2,-10,TRUE,Offensive Holding
"(11:02) (Shotgun) PENALTY on SF-94-C.Omenihu, Neutral Zone Infraction, 4 yards, enforced at CAR 21 - No Play.",3,14,79,4,TRUE,Neutral Zone Infraction
"(5:59) 28-T.Coleman right end pushed ob at CAR 36 for 15 yards (38-M.Hartsfield). PENALTY on SF-89-C.Woerner, Offensive Holding, 10 yards, enforced at SF 49 - No Play.",1,10,51,-10,TRUE,Offensive Holding
"(4:36) (Run formation) PENALTY on SF, Delay of Game, 5 yards, enforced at CAR 42 - No Play.",4,1,42,-5,TRUE,Delay of Game
"(10:43) (Shotgun) PENALTY on WAS-90-M.Sweat, Neutral Zone Infraction, 5 yards, enforced at TEN 28 - No Play.",3,2,72,5,TRUE,Neutral Zone Infraction
"(8:52) (Shotgun) 17-R.Tannehill pass incomplete short right. Penalty on TEN-71-D.Daley, Offensive Holding, offsetting, enforced at TEN 36 - No Play. Penalty on WAS-55-C.Holcomb, Illegal Contact, offsetting.",3,7,64,NA,TRUE,NA
"(8:29) 8-B.Robinson left end ran ob at WAS 27 for 8 yards (28-J.Kalu). PENALTY on WAS-88-A.Rogers, Offensive Holding, 9 yards, enforced at WAS 19 - No Play.",1,10,81,-9,TRUE,Offensive Holding
"(12:26) 22-D.Henry left end to TEN 48 for 3 yards (55-C.Holcomb). PENALTY on TEN-8-C.Hollister, Offensive Holding, 10 yards, enforced at TEN 47.",1,10,55,-10,TRUE,Offensive Holding
"(12:01) (Shotgun) 17-R.Tannehill pass short middle to 85-C.Okonkwo to TEN 46 for 9 yards (52-J.Davis). PENALTY on TEN-78-N.Petit-Frere, Ineligible Downfield Pass, 5 yards, enforced at TEN 37 - No Play.",1,18,63,-5,TRUE,Ineligible Downfield Pass
"(10:12) 4-R.Stonehouse punts 66 yards to WAS 15, Center-46-M.Cox. 15-D.Milne pushed ob at WAS 44 for 29 yards (25-H.Haskins). PENALTY on WAS-34-C.Holmes, Offensive Holding, 7 yards, enforced at WAS 15.",4,36,81,7,TRUE,Offensive Holding
"(8:00) (No Huddle, Shotgun) PENALTY on WAS-60-N.Martin, False Start, 5 yards, enforced at WAS 38 - No Play.",2,10,62,-5,TRUE,False Start
"(7:14) 22-D.Henry right end to TEN 36 for 17 yards (52-J.Davis, 29-K.Fuller). PENALTY on TEN-10-D.Fitzpatrick, Illegal Block Above the Waist, 10 yards, enforced at TEN 25.",1,10,81,-10,TRUE,Illegal Block Above the Waist
"(2:00) (Shotgun) 17-R.Tannehill pass short left to 40-D.Hilliard pushed ob at WAS 36 for 4 yards (31-K.Curl). PENALTY on WAS-97-E.Obada, Roughing the Passer, 15 yards, enforced at WAS 36. Penalty on WAS-90-M.Sweat, Defensive Offside, declined.",3,8,40,15,FALSE,Roughing the Passer
"(3:23) PENALTY on TEN-75-D.Radunz, False Start, 5 yards, enforced at WAS 12 - No Play.",2,10,12,-5,TRUE,False Start
"(2:36) PENALTY on TEN, Delay of Game, 5 yards, enforced at WAS 4 - No Play.",3,2,4,-5,TRUE,Delay of Game
"(:19) (Shotgun) 11-C.Wentz pass short right to 24-A.Gibson to WAS 32 for 7 yards (31-K.Byard) [51-D.Long]. PENALTY on WAS-68-A.Norwell, Offensive Holding, 10 yards, enforced at WAS 25 - No Play.",2,8,75,-10,TRUE,Offensive Holding
"(9:25) (Shotgun) 11-C.Wentz pass incomplete short right to 89-C.Sims. PENALTY on TEN-98-J.Simmons, Roughing the Passer, 15 yards, enforced at WAS 11 - No Play.",2,9,89,15,TRUE,Roughing the Passer
"(9:20) (Shotgun) PENALTY on WAS-68-A.Norwell, False Start, 5 yards, enforced at WAS 26 - No Play.",1,10,74,-5,TRUE,False Start
"(7:08) PENALTY on TEN-78-N.Petit-Frere, False Start, 5 yards, enforced at TEN 25 - No Play.",1,10,75,-5,TRUE,False Start
"(1:07) (No Huddle, Shotgun) 11-C.Wentz pass incomplete short middle to 85-C.Turner (51-D.Long). PENALTY on WAS-60-N.Martin, Illegal Use of Hands, 10 yards, enforced at TEN 39 - No Play.",1,10,39,-10,TRUE,Illegal Use of Hands
"(:53) (Shotgun) PENALTY on WAS-78-C.Lucas, False Start, 5 yards, enforced at TEN 29 - No Play.",1,10,29,-5,TRUE,False Start
"(:24) (Shotgun) 11-C.Wentz pass incomplete deep left to 17-T.McLaurin. PENALTY on TEN-26-K.Fulton, Defensive Pass Interference, 14 yards, enforced at TEN 16 - No Play.",1,10,16,14,TRUE,Defensive Pass Interference
"(10:20) (Shotgun) PENALTY on SEA-72-A.Lucas, False Start, 5 yards, enforced at SEA 25 - No Play.",1,10,75,-5,TRUE,False Start
"(1:52) (Shotgun) 7-G.Smith scrambles left end ran ob at SEA 40 for 11 yards (20-M.Wilson). PENALTY on SEA-67-C.Cross, Offensive Holding, 10 yards, enforced at SEA 29 - No Play.",2,10,71,-10,TRUE,Offensive Holding
"(1:12) (Shotgun) 1-K.Murray sacked at ARI 27 for -9 yards (52-D.Taylor). FUMBLES (52-D.Taylor), touched at ARI 26, recovered by ARI-68-K.Beachum at ARI 24. Penalty on ARI, Illegal Formation, declined.",2,10,64,NA,FALSE,NA
"(:14) (Shotgun) PENALTY on SEA-60-P.Haynes, False Start, 4 yards, enforced at ARI 11 - No Play.",1,10,11,-4,TRUE,False Start
"(14:24) (Shotgun) 7-G.Smith pass incomplete short middle [9-I.Simmons]. PENALTY on SEA-7-G.Smith, Intentional Grounding, 10 yards, enforced at SEA 32.",2,3,68,-10,TRUE,Intentional Grounding
"(13:04) (No Huddle, Shotgun) 26-E.Benjamin right tackle to SEA 45 for 11 yards (57-C.Barton, 6-Q.Diggs). PENALTY on ARI-74-D.Humphries, Offensive Holding, 10 yards, enforced at ARI 45.",2,6,56,-10,TRUE,Offensive Holding
"(8:38) 7-G.Smith pass incomplete short left to 87-N.Fant (94-Z.Allen). PENALTY on ARI-43-J.Luketa, Roughing the Passer, 15 yards, enforced at SEA 32 - No Play.",2,6,68,15,TRUE,Roughing the Passer
"(6:39) (Shotgun) 7-G.Smith pass incomplete short left to 14-D.Metcalf (33-A.Hamilton) [3-B.Baker]. PENALTY on ARI-97-C.Thomas, Defensive Holding, 5 yards, enforced at ARI 37 - No Play.",3,6,37,5,TRUE,Defensive Holding
"(3:12) (Shotgun) PENALTY on ARI-74-D.Humphries, False Start, 5 yards, enforced at SEA 40 - No Play.",2,7,40,-5,TRUE,False Start
"(10:55) PENALTY on ARI-85-T.McBride, False Start, 5 yards, enforced at SEA 22 - No Play.",3,1,22,-5,TRUE,False Start
"(8:24) (Shotgun) 1-K.Murray sacked at ARI 8 for -9 yards (97-P.Ford). Penalty on ARI-64-S.Harlow, Offensive Holding, declined.",1,10,83,NA,FALSE,NA
"(6:52) 4-M.Dickson punts 46 yards to end zone, Center-46-C.Tinker, Touchback. PENALTY on ARI-7-B.Murphy, Illegal Block Above the Waist, 13 yards, enforced at ARI 20.",4,8,46,13,TRUE,Illegal Block Above the Waist
"(2:22) 9-K.Walker right tackle to SEA 46 for no gain (52-V.Dimukeje, 34-J.Thompson). Penalty on SEA-1-D.Eskridge, Illegal Block Above the Waist, declined.",1,10,54,NA,FALSE,NA
"(2:12) 9-K.Walker left tackle to ARI 42 for 12 yards (91-M.Dogbe). PENALTY on SEA-68-D.Lewis, Offensive Holding, 10 yards, enforced at SEA 47.",2,10,54,-10,TRUE,Offensive Holding
"(1:14) (Punt formation) PENALTY on SEA, Delay of Game, 5 yards, enforced at SEA 40 - No Play.",4,16,60,-5,TRUE,Delay of Game
"(13:14) (Shotgun) PENALTY on BAL-78-M.Moses, False Start, 5 yards, enforced at BAL 40 - No Play.",1,10,60,-5,TRUE,False Start
"(12:03) (Shotgun) PENALTY on BAL-42-P.Ricard, False Start, 5 yards, enforced at BAL 48 - No Play.",2,2,52,-5,TRUE,False Start
"(7:31) (Shotgun) PENALTY on NYG-80-R.James, False Start, 5 yards, enforced at NYG 31 - No Play.",1,10,69,-5,TRUE,False Start
"(1:13) (Shotgun) PENALTY on BAL-42-P.Ricard, False Start, 5 yards, enforced at NYG 32 - No Play.",2,10,32,-5,TRUE,False Start
"(7:59) (Shotgun) 8-D.Jones pass short right to 80-R.James to BAL 44 for 3 yards (14-K.Hamilton). PENALTY on NYG-86-D.Slayton, Offensive Pass Interference, 10 yards, enforced at BAL 47 - No Play.",3,4,47,-10,TRUE,Offensive Pass Interference
"(5:39) (Shotgun) Direct snap to 26-S.Barkley.  31-M.Breida left tackle to BAL 26 for -5 yards (40-M.Harrison). Penalty on NYG, Illegal Formation, declined.",2,7,21,NA,FALSE,NA
"(4:43) (Shotgun) PENALTY on BAL, Defensive Too Many Men on Field, 5 yards, enforced at BAL 11 - No Play.",1,10,11,5,TRUE,Defensive Too Many Men on Field
"(3:28) (Shotgun) PENALTY on BAL-78-M.Moses, False Start, 5 yards, enforced at BAL 25 - No Play.",2,10,75,-5,TRUE,False Start
"(1:18) 6-J.Gillan punts 60 yards to BAL 10, Center-58-C.Kreiter. 13-D.Duvernay pushed ob at BAL 22 for 12 yards (47-C.Brown). PENALTY on BAL-16-T.Wallace, Offensive Holding, 10 yards, enforced at BAL 22.",4,5,70,10,TRUE,Offensive Holding
